n,Error
4783,37.06145955258762
4787,32.5134628369633
4789,25.96370759102956
4793,21.41219658528007
4799,18.85893258154283
4801,12.303918333017464
4813,15.747156584318873
4817,11.188650071511802
4831,16.628401522159947
4861,38.06641365535506
4871,39.502689181764254
4877,36.937230803663624
4889,40.37004121497921
4903,45.8011231013279
4909,43.23047914005019
4919,44.65811200025473
4931,48.08402434285017
4933,41.5082188205879
4937,36.93069807809479
4943,34.351464751915955
4951,33.77052147054383
4957,31.187870854463654
4967,32.6035155161826
4969,26.017458060271565
4973,21.42970108339705
4987,26.84024717436114
4993,24.249098914131537
4999,21.656258875881576
5003,17.0617296250266
5009,14.465513719252158
5011,7.867613708557656
5021,9.26803213528001
5023,2.6667715341400253
5039,10.063834432266958
5051,13.459223349240347
5059,12.85294079711457
5077,22.244989280462505
5081,17.63537129639826
5087,15.024089334622658
5099,18.411145877442323
5101,11.796543399815164
5107,9.18028436937584
5113,6.562371246467592
5119,3.9428064841777086
5147,23.321592528370275
5153,20.698731817711632
5167,26.0742267837104
5171,21.448079850742943
5179,20.820293436087923
5189,22.190869949951775
5197,21.55981179551054
5209,24.927121368927146
5227,34.29280105939233
5231,29.656853249151936
5233,23.019280313533272
5237,18.380084620980597
5261,33.739268533081486
5273,37.096834404599576
5279,34.452784583498214
5281,27.807121410976833
5297,35.15984722149824
5303,32.51096434281135
5309,29.860475095988477
5323,35.208381795448986
5333,36.554686748992026
5347,41.89939225781745
5351,37.24250061656221
5381,58.584014113323065
5387,55.92393502968753
5393,53.262265640759324
5399,50.59900821518477
5407,49.93416501518459
5413,47.26773829657941
5417,42.59973030881247
5419,35.93014329498419
5431,39.25897949187129
5437,36.5862411299604
5441,31.911930433468115
5443,25.236049620371887
5449,22.5586009024355
5471,35.87958648523181
5477,33.19900856817185
5479,26.516869344533006
5483,21.83317100147451
5501,31.147915720077435
5503,24.46110567535652
5507,19.77274303629474
5519,23.082829965862402
5521,16.39136862104533
5527,13.698361152870348
5531,9.003809706423453
5557,26.30771642088439
5563,23.61008342954301
5569,20.910912859824748
5573,16.210206833319717
5581,15.507967465800903
5591,16.80419686725054
5623,40.098897141882844
5639,47.39207038816858
5641,40.68371869885959
5647,37.97384416100522
5651,33.26244885598862
5653,26.549534859536834
5657,21.835104241748923
5659,15.119159067122382
5669,16.40170139456677
5683,21.682733277437364
5689,18.962256763547884
5693,14.240273895198698
5701,13.516786709198641
5711,14.791797236880484
5717,12.06530750413458
5737,23.33731953141887
5741,18.607835333790717
5743,11.876856920918726
5749,9.14438629711367
5779,30.41042546134304
5783,25.6749764072556
5791,24.938041123199582
5801,26.199621592251788
5807,23.45971979222486
5813,20.718337695702758
5821,19.97547727004894
5827,17.231140477435474
5839,20.485329274862124
5843,15.738045614170005
5849,12.989291442073409
5851,6.23906870016981
5857,3.4873793249662413
5861,-1.2657747521052443
5867,-4.020391604665747
5869,-10.77646931136951
5879,-9.534005955879366
5881,-16.292999626860365
5897,-9.05344841794522
5903,-11.815350427726116
5923,-0.57870375973107
5927,-5.343506522402095
5939,-2.109756829080652
5953,3.1225472020132656
5981,22.353407447799327
5987,19.58282578035778
6007,30.810804066941273
6011,26.03734417000578
6029,35.26244794721515
6037,34.486117251472024
6043,31.708353930925114
6047,26.92915982899649
6053,24.14853678439249
6067,29.366486631127373
6073,26.58301119853786
6079,23.798112311302248
6089,25.011791789456765
6091,18.224051448416503
6101,19.43489309898723
6113,22.644318547389048
6121,21.85232959527275
6131,23.058928039730745
6133,16.264115673321612
6143,17.46789428408556
6151,16.67026565555807
6163,19.87123156679263
6173,21.07079379236893
6197,36.26895410242014
6199,29.465714262643814
6203,24.661076034313737
6211,23.8550411743081
6217,21.047611435117688
6221,16.23878856486408
6229,15.428574307312374
6247,24.61697040189847
6257,25.803978583731805
6263,22.989600583620813
6269,20.173838128081115
6271,13.356692939361892
6277,10.538166735450432
6287,11.718261230096687
6299,14.89697813282055
6301,8.07431914893823
6311,9.250285979564978
6317,6.424880321643286
6323,3.5981038679474295
6329,0.7699583071062079
6337,-0.0595546763843231
6343,-2.890433402149938
6353,-1.7226761939145945
6359,-4.556281379494067
6361,-11.391247290774118
6367,-14.227572263699585
6373,-17.06525463826165
6379,-19.904292758474185
6389,-18.744684972371942
6397,-19.586429631982355
6421,-4.429525093324628
6427,-7.2739697163851815
6449,5.880238134893261
6451,-0.9668999073746818
6469,8.1846177849975
6473,3.3347928362818493
6481,2.4836268668532284
6491,3.6311214931993163
6521,24.777278327935164
6529,23.922098979818657
6547,33.06558505376415
6551,28.20773815085431
6553,21.34855986835555
6563,22.488051799733512
6569,19.626215534659423
6571,12.763052659034656
6577,9.898564754992549
6581,5.032753400919319
6599,14.16562017146407
6607,13.297166637554255
6619,16.427394366409317
6637,25.556304921547053
6653,32.683899862807266
6659,29.8101807463554
6661,22.93514912470164
6673,26.058806546708183
6679,23.18115455761017
6689,24.30219469901931
6691,17.421928508941164
6701,18.5403575217897
6703,11.657483268394571
6709,8.773307276019295
6719,9.887831068368541
6733,15.001056165603586
6737,10.112984084356867
6761,25.22361633773471
6763,18.33295443534371
6779,25.440999883288896
6781,18.5477541841974
6791,19.653218837221175
6793,12.757395338055176
6803,13.86028517894647
6823,24.961889848710598
6827,20.06221083273431
6829,13.161249612994652
6833,8.259007668070808
6841,7.35548647314954
6857,14.450687500047934
6863,11.54461221720976
6869,8.63726208973003
6871,1.7286385793622685
6883,4.818743144524888
6899,11.907577240323917
6907,10.99514231854937
6911,6.081439827699796
6917,3.166471212986835
6947,24.250237916347032
6949,17.33274137645367
6959,18.41398302872858
6961,11.493964305350346
6967,8.572686635268838
6971,3.650151444214316
6977,0.7263601547074359
6983,-2.198685813928023
6991,-3.124985045556059
6997,-6.052536127217536
7001,-10.981337649118359
7013,-7.91138820462038
7019,-10.842686390226845
7027,-11.775230805580577
7039,-8.709020053443965
7043,-13.644052739693507
7057,-8.580327473309808
7069,-5.517842866365754
7079,-4.456597534011962
7103,10.603409905520493
7109,7.662180830945545
7121,10.71971661792395
7127,7.77601863907239
7129,0.8310882639780175
7151,13.884926859208463
7159,12.937535788315472
7177,21.98891641185037
7187,23.039070087375876
7193,20.087998169472485
7207,25.13570200974209
7211,20.18218295683164
7213,13.22744235643222
7219,10.271481551293618
7229,11.314301881227948
7237,10.355904683128756
7243,7.39629129097284
7247,2.4354630358329814
7253,-0.5265787541147802
7283,20.510167246422498
7297,25.545702359859206
7307,26.58002790574119
7309,19.61314520076121
7321,22.64505555875712
7331,23.675760290732796
7333,16.70526070485994
7349,23.733558106489
7351,16.760653798157364
7369,25.786549079602082
7393,40.8112452477626
7411,49.834743596798035
7417,46.857045418089
7433,53.8781520002467
7451,62.898064629130204
7457,59.91678458784463
7459,52.93431315675298
7477,61.95065161349248
7481,56.96580123297008
7487,53.97976328738605
7489,46.99253904622674
7499,48.0041297762873
7507,47.0145367416726
7517,48.023761203806316
7523,45.03180442144094
7529,42.03866765066596
7537,41.04435214491696
7541,36.0488591549838
7547,33.052189929014276
7549,26.054345712532267
7559,27.055327748434138
7561,20.055137277009635
7573,23.053775535939167
7577,18.051243760306534
7583,15.047543182608933
7589,12.042675032764237
7591,5.036640538111897
7603,8.029440923433867
7607,3.021077410951875
7621,8.011551220341062
7639,17.00086356873544
7643,11.98901567073517
7649,8.976008738419296
7669,19.961843981347556
7673,14.946522606570397
7681,13.930045818638064
7687,10.912414819607875
7691,5.893630809050592
7699,4.873694984058602
7703,-0.14739146074498422
7717,4.830372666800031
7723,1.8069885563982098
7727,-3.217542604694245
7741,1.756780368341424
7753,4.729958657890165
7757,-0.2980065560914227
7759,-7.327114096059631
7789,13.642637213117268
7793,8.61124854416721
7817,23.57872106742434
7823,20.545055950833557
7829,17.510254359959617
7841,20.474317457990765
7853,23.437246405754195
7867,28.3990423617106
7873,25.35970648197781
7877,20.319239920318978
7879,13.277643828167129
7883,8.234919354621525
7901,17.19106764645585
7907,14.146089848130941
7919,17.099987101797524
