"Start Time","Old iRating","New iRating","Old License Level","Old License Sub-Level","New License Level","New License Sub-Level","Series Name","Max Fuel Fill%","Weight Penalty (KG)","Agg Pts"
"1","82","Dirt Legends Ford '34 Coupe","89","Dirt Legends","345875","345875","Kellie Carden","1","3","0","Running","-00.000","30","","17.407","16.933","2","30","0","0","0","9","32","West","889","889","7","336","7","341","iRacing Dirt Legends Cup","100","0","0"
"2","82","Dirt Legends Ford '34 Coupe","89","Dirt Legends","375459","375459","Shea Wills","2","2","0","Running","-1 L","0","","18.018","16.844","4","29","4","0","0","6","19","New Jersey","1160","1160","6","250","6","254","iRacing Dirt Legends Cup","100","0","0"
"3","82","Dirt Legends Ford '34 Coupe","89","Dirt Legends","55034","55034","Michael Meek","3","1","32","Disconnected","-30 L","0","","00.000","","","0","0","0","0","1","31","Great Plains","3576","3576","18","285","18","285","iRacing Dirt Legends Cup","100","0","0"
"4","82","Dirt Legends Ford '34 Coupe","89","Dirt Legends","369288","369288","Blake Piland","4","4","32","Disconnected","-30 L","0","","00.000","","","0","0","0","0","4","30","Texas","724","724","11","341","11","341","iRacing Dirt Legends Cup","100","0","0"
